UserID,Age,Gender,Location,BrowsingHistory,CategoriesExplored,ClickThroughRate,RatingsGiven,ProductName,Category,Price,Brand,Specifications,Description,Tags,ImageID
U4405,23,Male,"New York, US",Laptop,Books,0.86,3.1,Nike Air Max 270,Sneakers,385,Harper,"Cushioned, breathable",High-performance laptop,gym,IMG4405
U4406,35,Male,"London, UK",Headphones,Apparel,0.88,3.1,iPhone 14,Smartphone,992,Apple,"Cushioned, breathable",Comfortable running shoes,bestseller|premium,IMG4406
U4407,25,Male,"Sydney, AU",Sneakers|Smartphone,Apparel,0.62,3.9,The Alchemist,Laptop,1384,Dell,"13-inch, i7, 16GB RAM",Premium headphones,premium|running,IMG4407
U4408,56,Female,"Tokyo, JP",Mouse|Smartphone,Gadgets|Footwear,0.84,4.0,The Alchemist,Smartphone,123,Dell,"Paperback, 198 pages",Advanced smartphone,bestseller,IMG4408
U4409,35,Male,"Sydney, AU",Smartphone|Sneakers,Footwear,0.81,4.9,The Alchemist,Laptop,976,Nike,"Noise-cancelling, wireless",High-performance laptop,bestseller,IMG4409
U4410,35,Male,"Sydney, AU",Book,Gadgets|Electronics,0.69,4.6,iPhone 14,Smartphone,503,Sony,"13-inch, i7, 16GB RAM",Inspirational fiction,bestseller|premium|gym,IMG4410
U4411,50,Male,"London, UK",Socks|Laptop|Book,Apparel,0.78,4.3,iPhone 14,Laptop,742,Sony,"13-inch, i7, 16GB RAM",Premium headphones,premium|lightweight,IMG4411
U4412,33,Male,"New York, US",Smartphone|Sneakers|Laptop,Gadgets,0.71,4.8,The Alchemist,Book,820,Apple,"13-inch, i7, 16GB RAM",Comfortable running shoes,lightweight,IMG4412
U4413,54,Female,"Mumbai, IN",Book,Apparel,0.68,4.7,Dell XPS 13,Headphones,685,Harper,"13-inch, i7, 16GB RAM",Advanced smartphone,lightweight|premium|gym,IMG4413
U4414,43,Male,"Tokyo, JP",Laptop|Book,Footwear,0.84,3.7,Dell XPS 13,Sneakers,1065,Harper,"OLED display, 128GB storage",High-performance laptop,gym|lightweight,IMG4414
U4415,23,Male,"Mumbai, IN",Mouse|Headphones|Socks,Gadgets,0.66,3.5,Dell XPS 13,Headphones,385,Nike,"OLED display, 128GB storage",High-performance laptop,bestseller,IMG4415
U4416,37,Male,"New York, US",Smartphone|Sneakers|Laptop,Gadgets|Electronics,0.78,4.3,Nike Air Max 270,Laptop,1157,Sony,"OLED display, 128GB storage",Inspirational fiction,gym,IMG4416
U4417,52,Female,"Sydney, AU",Sneakers|Smartphone,Footwear|Books,0.69,4.6,The Alchemist,Laptop,1321,Apple,"OLED display, 128GB storage",Comfortable running shoes,gym,IMG4417
U4418,18,Female,"Tokyo, JP",Mouse|Socks,Apparel|Footwear,0.87,3.9,iPhone 14,Sneakers,879,Nike,"13-inch, i7, 16GB RAM",High-performance laptop,gym|premium|bestseller,IMG4418
U4419,25,Male,"London, UK",Book|Sneakers,Electronics|Footwear,0.63,3.7,Dell XPS 13,Headphones,1244,Sony,"13-inch, i7, 16GB RAM",Advanced smartphone,premium,IMG4419
U4420,36,Male,"Tokyo, JP",Sneakers|Mouse,Books|Apparel,0.77,3.0,Nike Air Max 270,Smartphone,107,Dell,"Noise-cancelling, wireless",Premium headphones,running|premium,IMG4420
U4421,41,Male,"New York, US",Smartphone,Books,0.83,3.1,The Alchemist,Laptop,659,Dell,"OLED display, 128GB storage",Premium headphones,gym|premium,IMG4421
U4422,22,Female,"London, UK",Mouse|Sneakers,Gadgets|Footwear,0.77,3.9,iPhone 14,Book,557,Nike,"OLED display, 128GB storage",High-performance laptop,premium|bestseller|gym,IMG4422
U4423,41,Female,"Tokyo, JP",Headphones,Electronics,0.69,3.2,Sony WH-1000XM5,Sneakers,420,Apple,"OLED display, 128GB storage",Advanced smartphone,running|bestseller|lightweight,IMG4423
U4424,52,Female,"London, UK",Sneakers,Electronics|Books,0.58,3.4,iPhone 14,Laptop,596,Dell,"13-inch, i7, 16GB RAM",Comfortable running shoes,lightweight,IMG4424
U4425,45,Male,"Mumbai, IN",Mouse|Headphones|Socks,Gadgets,0.58,4.9,Sony WH-1000XM5,Smartphone,725,Nike,"Paperback, 198 pages",High-performance laptop,premium|running|bestseller,IMG4425
U4426,54,Female,"London, UK",Socks|Mouse|Headphones,Electronics,0.63,4.8,Nike Air Max 270,Smartphone,1454,Nike,"OLED display, 128GB storage",Inspirational fiction,lightweight|running|premium,IMG4426
U4427,20,Female,"London, UK",Headphones,Apparel,0.88,5.0,The Alchemist,Smartphone,1106,Dell,"Cushioned, breathable",Premium headphones,lightweight,IMG4427
U4428,40,Male,"London, UK",Smartphone,Gadgets,0.59,4.8,iPhone 14,Smartphone,102,Nike,"13-inch, i7, 16GB RAM",High-performance laptop,lightweight|running|gym,IMG4428
U4429,20,Female,"Tokyo, JP",Smartphone,Electronics|Apparel,0.86,3.0,Sony WH-1000XM5,Headphones,1147,Sony,"OLED display, 128GB storage",Premium headphones,premium|gym,IMG4429
U4430,28,Male,"Tokyo, JP",Laptop|Mouse|Socks,Books|Footwear,0.89,4.3,Dell XPS 13,Sneakers,646,Apple,"Cushioned, breathable",Comfortable running shoes,premium|lightweight,IMG4430
U4431,21,Female,"New York, US",Smartphone|Headphones,Gadgets|Books,0.85,3.2,The Alchemist,Sneakers,550,Harper,"Cushioned, breathable",Advanced smartphone,running|bestseller|gym,IMG4431
U4432,59,Male,"London, UK",Laptop|Headphones|Smartphone,Gadgets|Books,0.75,4.2,Sony WH-1000XM5,Laptop,349,Apple,"13-inch, i7, 16GB RAM",Premium headphones,lightweight,IMG4432
U4433,31,Male,"Sydney, AU",Smartphone,Electronics,0.64,3.9,Nike Air Max 270,Headphones,1042,Apple,"Noise-cancelling, wireless",Advanced smartphone,running,IMG4433
U4434,18,Female,"London, UK",Headphones|Sneakers|Smartphone,Electronics,0.52,4.6,Sony WH-1000XM5,Sneakers,753,Dell,"13-inch, i7, 16GB RAM",Advanced smartphone,gym,IMG4434
U4435,25,Male,"New York, US",Laptop|Headphones,Footwear|Books,0.64,3.6,Dell XPS 13,Book,844,Sony,"Paperback, 198 pages",Inspirational fiction,premium|bestseller|lightweight,IMG4435
U4436,60,Male,"New York, US",Headphones|Mouse,Apparel,0.69,4.7,Dell XPS 13,Sneakers,220,Apple,"13-inch, i7, 16GB RAM",Inspirational fiction,running,IMG4436
U4437,56,Female,"Mumbai, IN",Socks|Sneakers,Gadgets,0.55,4.9,Dell XPS 13,Laptop,1414,Apple,"13-inch, i7, 16GB RAM",Advanced smartphone,bestseller,IMG4437
U4438,21,Male,"New York, US",Mouse|Smartphone|Laptop,Apparel,0.87,3.6,Nike Air Max 270,Book,1261,Harper,"13-inch, i7, 16GB RAM",Comfortable running shoes,running,IMG4438
U4439,54,Male,"Sydney, AU",Mouse|Socks,Gadgets,0.68,3.7,The Alchemist,Laptop,881,Dell,"Paperback, 198 pages",Advanced smartphone,bestseller|gym|premium,IMG4439
U4440,25,Female,"Tokyo, JP",Mouse|Sneakers,Footwear|Electronics,0.9,3.5,iPhone 14,Smartphone,365,Apple,"Noise-cancelling, wireless",Premium headphones,running|gym,IMG4440
U4441,26,Male,"New York, US",Book|Socks,Apparel,0.82,4.5,Dell XPS 13,Smartphone,1165,Sony,"Cushioned, breathable",High-performance laptop,gym,IMG4441
U4442,48,Female,"London, UK",Book|Sneakers|Mouse,Books,0.54,4.8,Sony WH-1000XM5,Headphones,437,Sony,"Noise-cancelling, wireless",High-performance laptop,lightweight|running,IMG4442
U4443,26,Male,"New York, US",Socks|Laptop|Headphones,Books,0.62,4.2,The Alchemist,Book,1412,Harper,"Cushioned, breathable",High-performance laptop,premium,IMG4443
U4444,27,Female,"Tokyo, JP",Laptop|Socks,Apparel,0.63,4.9,Nike Air Max 270,Book,555,Sony,"Cushioned, breathable",Comfortable running shoes,bestseller,IMG4444
U4445,39,Male,"Tokyo, JP",Sneakers|Mouse,Apparel|Footwear,0.77,3.5,Nike Air Max 270,Smartphone,508,Sony,"Cushioned, breathable",High-performance laptop,gym|bestseller|running,IMG4445
U4446,48,Female,"Tokyo, JP",Mouse,Footwear,0.62,5.0,Sony WH-1000XM5,Sneakers,190,Nike,"Paperback, 198 pages",Comfortable running shoes,premium|gym,IMG4446
U4447,43,Female,"Mumbai, IN",Headphones|Socks|Smartphone,Footwear|Apparel,0.66,4.8,iPhone 14,Book,511,Nike,"13-inch, i7, 16GB RAM",Advanced smartphone,bestseller,IMG4447
U4448,21,Female,"Tokyo, JP",Sneakers|Socks|Headphones,Gadgets,0.65,4.1,iPhone 14,Book,672,Dell,"Cushioned, breathable",Inspirational fiction,lightweight|gym|premium,IMG4448
U4449,36,Female,"New York, US",Headphones,Gadgets|Books,0.8,3.5,iPhone 14,Smartphone,499,Nike,"Paperback, 198 pages",Premium headphones,premium|lightweight|gym,IMG4449
U4450,27,Female,"Mumbai, IN",Headphones|Socks|Book,Apparel|Footwear,0.73,4.2,Sony WH-1000XM5,Sneakers,1056,Harper,"13-inch, i7, 16GB RAM",Advanced smartphone,bestseller|gym,IMG4450
U4451,42,Male,"Tokyo, JP",Laptop|Smartphone|Socks,Books,0.71,4.1,iPhone 14,Smartphone,1435,Harper,"Noise-cancelling, wireless",Comfortable running shoes,bestseller|lightweight,IMG4451
U4452,40,Male,"New York, US",Socks,Electronics|Gadgets,0.68,3.5,Nike Air Max 270,Sneakers,1191,Harper,"13-inch, i7, 16GB RAM",Advanced smartphone,gym|bestseller|running,IMG4452
U4453,29,Male,"London, UK",Socks|Smartphone|Mouse,Electronics|Footwear,0.74,4.8,The Alchemist,Headphones,775,Apple,"OLED display, 128GB storage",Premium headphones,premium|running,IMG4453
U4454,31,Male,"Mumbai, IN",Smartphone|Socks|Mouse,Gadgets,0.85,4.2,The Alchemist,Book,1145,Sony,"Paperback, 198 pages",High-performance laptop,lightweight|running,IMG4454
U4455,44,Male,"Mumbai, IN",Socks,Electronics|Footwear,0.75,4.3,The Alchemist,Smartphone,294,Dell,"Cushioned, breathable",Inspirational fiction,premium,IMG4455
U4456,35,Female,"London, UK",Sneakers,Books|Electronics,0.67,3.1,Sony WH-1000XM5,Sneakers,1133,Harper,"Cushioned, breathable",Comfortable running shoes,lightweight,IMG4456
U4457,51,Female,"Tokyo, JP",Book|Smartphone,Footwear|Gadgets,0.5,4.3,iPhone 14,Headphones,885,Nike,"Cushioned, breathable",Comfortable running shoes,running|bestseller,IMG4457
U4458,40,Female,"Mumbai, IN",Smartphone|Book,Apparel|Gadgets,0.79,3.2,Dell XPS 13,Laptop,917,Apple,"OLED display, 128GB storage",Comfortable running shoes,running|gym|bestseller,IMG4458
U4459,52,Female,"London, UK",Laptop|Socks|Smartphone,Gadgets|Apparel,0.89,3.9,Nike Air Max 270,Sneakers,254,Dell,"13-inch, i7, 16GB RAM",High-performance laptop,premium|running|bestseller,IMG4459
U4460,41,Male,"Tokyo, JP",Sneakers|Laptop|Socks,Apparel|Books,0.87,3.2,Dell XPS 13,Laptop,743,Nike,"Noise-cancelling, wireless",Premium headphones,lightweight|premium,IMG4460
U4461,42,Male,"New York, US",Smartphone,Footwear|Apparel,0.53,4.3,Nike Air Max 270,Sneakers,508,Apple,"OLED display, 128GB storage",High-performance laptop,lightweight|gym|bestseller,IMG4461
U4462,18,Female,"New York, US",Headphones,Footwear|Apparel,0.55,3.7,Dell XPS 13,Book,1200,Harper,"Paperback, 198 pages",Advanced smartphone,bestseller|premium|lightweight,IMG4462
U4463,27,Female,"Mumbai, IN",Mouse|Laptop|Sneakers,Gadgets|Electronics,0.55,3.5,Nike Air Max 270,Book,1163,Dell,"OLED display, 128GB storage",Advanced smartphone,gym|bestseller,IMG4463
U4464,19,Female,"Mumbai, IN",Socks|Laptop|Smartphone,Electronics,0.65,3.8,Dell XPS 13,Sneakers,1117,Harper,"Paperback, 198 pages",High-performance laptop,bestseller|lightweight|gym,IMG4464
U4465,57,Female,"London, UK",Headphones|Socks,Apparel|Electronics,0.58,4.6,Sony WH-1000XM5,Book,1081,Sony,"Cushioned, breathable",Advanced smartphone,bestseller,IMG4465
U4466,38,Male,"Sydney, AU",Smartphone,Apparel,0.85,3.6,iPhone 14,Laptop,1497,Nike,"Paperback, 198 pages",Advanced smartphone,gym|bestseller,IMG4466
U4467,33,Male,"London, UK",Socks|Laptop,Apparel,0.54,3.8,Sony WH-1000XM5,Headphones,748,Nike,"13-inch, i7, 16GB RAM",High-performance laptop,premium|running,IMG4467
U4468,40,Male,"Mumbai, IN",Headphones|Sneakers,Electronics|Gadgets,0.76,3.1,Nike Air Max 270,Headphones,852,Harper,"OLED display, 128GB storage",High-performance laptop,bestseller|gym|lightweight,IMG4468
U4469,56,Male,"Mumbai, IN",Socks,Gadgets|Books,0.65,4.2,Nike Air Max 270,Smartphone,161,Sony,"13-inch, i7, 16GB RAM",Advanced smartphone,running|gym,IMG4469
U4470,51,Male,"Mumbai, IN",Socks|Smartphone,Footwear|Gadgets,0.78,3.1,Nike Air Max 270,Laptop,674,Apple,"OLED display, 128GB storage",Premium headphones,premium,IMG4470
U4471,53,Female,"London, UK",Mouse,Electronics|Footwear,0.74,3.3,iPhone 14,Smartphone,994,Nike,"Noise-cancelling, wireless",Comfortable running shoes,running|gym,IMG4471
U4472,45,Female,"Tokyo, JP",Sneakers,Gadgets,0.6,4.7,The Alchemist,Smartphone,668,Nike,"Paperback, 198 pages",Advanced smartphone,gym|lightweight,IMG4472
U4473,18,Male,"Tokyo, JP",Book|Smartphone|Mouse,Footwear|Gadgets,0.7,3.7,Sony WH-1000XM5,Sneakers,1093,Apple,"OLED display, 128GB storage",Inspirational fiction,running|bestseller|lightweight,IMG4473
U4474,45,Male,"Mumbai, IN",Smartphone|Sneakers,Gadgets,0.79,4.7,Sony WH-1000XM5,Book,1442,Apple,"Noise-cancelling, wireless",Comfortable running shoes,premium,IMG4474
U4475,47,Male,"Sydney, AU",Headphones|Sneakers|Book,Books,0.85,4.0,Sony WH-1000XM5,Laptop,1005,Sony,"Noise-cancelling, wireless",High-performance laptop,bestseller,IMG4475
U4476,60,Male,"London, UK",Sneakers|Socks|Mouse,Electronics,0.87,3.0,iPhone 14,Sneakers,329,Harper,"Cushioned, breathable",Advanced smartphone,bestseller,IMG4476
U4477,43,Male,"New York, US",Smartphone|Socks|Sneakers,Footwear|Apparel,0.67,3.1,Sony WH-1000XM5,Smartphone,1340,Apple,"Paperback, 198 pages",Advanced smartphone,premium|bestseller,IMG4477
U4478,46,Male,"London, UK",Sneakers|Book,Apparel,0.74,3.2,iPhone 14,Sneakers,427,Harper,"OLED display, 128GB storage",High-performance laptop,lightweight,IMG4478
U4479,44,Female,"Tokyo, JP",Laptop|Book,Books,0.5,3.7,iPhone 14,Headphones,731,Harper,"13-inch, i7, 16GB RAM",Comfortable running shoes,gym|bestseller,IMG4479
U4480,58,Male,"Mumbai, IN",Sneakers,Gadgets|Apparel,0.57,4.5,Dell XPS 13,Headphones,742,Sony,"Noise-cancelling, wireless",Premium headphones,premium|running|gym,IMG4480
U4481,26,Male,"Mumbai, IN",Smartphone|Book|Socks,Apparel,0.83,4.1,Sony WH-1000XM5,Smartphone,220,Harper,"Cushioned, breathable",Premium headphones,bestseller|gym|premium,IMG4481
U4482,47,Male,"New York, US",Smartphone|Sneakers,Footwear|Books,0.56,3.4,Nike Air Max 270,Smartphone,1057,Dell,"Cushioned, breathable",High-performance laptop,bestseller|gym|premium,IMG4482
U4483,57,Male,"New York, US",Book|Sneakers,Footwear|Electronics,0.87,3.5,Nike Air Max 270,Sneakers,515,Nike,"OLED display, 128GB storage",Comfortable running shoes,gym|bestseller,IMG4483
U4484,35,Male,"Tokyo, JP",Smartphone|Headphones|Socks,Books,0.74,4.9,Nike Air Max 270,Book,106,Nike,"Paperback, 198 pages",Premium headphones,lightweight|bestseller|running,IMG4484
U4485,53,Male,"Sydney, AU",Laptop|Headphones|Smartphone,Apparel|Footwear,0.64,4.7,The Alchemist,Sneakers,829,Harper,"Cushioned, breathable",Premium headphones,bestseller,IMG4485
U4486,56,Male,"London, UK",Laptop|Smartphone,Footwear|Apparel,0.78,4.9,Nike Air Max 270,Headphones,438,Dell,"Noise-cancelling, wireless",High-performance laptop,lightweight|premium,IMG4486
U4487,35,Male,"Sydney, AU",Socks,Gadgets,0.73,5.0,Dell XPS 13,Book,26,Apple,"13-inch, i7, 16GB RAM",Advanced smartphone,gym|bestseller|lightweight,IMG4487
U4488,51,Male,"Tokyo, JP",Laptop|Headphones|Socks,Apparel|Gadgets,0.89,4.1,Sony WH-1000XM5,Sneakers,424,Sony,"Noise-cancelling, wireless",Premium headphones,gym,IMG4488
U4489,19,Male,"New York, US",Laptop,Gadgets|Books,0.82,3.1,Sony WH-1000XM5,Sneakers,879,Harper,"Paperback, 198 pages",Premium headphones,running|premium,IMG4489
U4490,44,Male,"New York, US",Headphones|Sneakers|Mouse,Electronics|Books,0.51,3.6,Dell XPS 13,Sneakers,625,Harper,"Paperback, 198 pages",Advanced smartphone,bestseller,IMG4490
U4491,53,Female,"London, UK",Socks|Mouse,Gadgets,0.88,4.2,Nike Air Max 270,Headphones,1262,Apple,"Paperback, 198 pages",Premium headphones,running,IMG4491
U4492,56,Male,"New York, US",Headphones,Apparel|Footwear,0.73,4.1,The Alchemist,Headphones,1386,Sony,"OLED display, 128GB storage",Inspirational fiction,premium,IMG4492
U4493,26,Male,"Tokyo, JP",Book,Gadgets,0.53,4.2,Dell XPS 13,Laptop,92,Harper,"OLED display, 128GB storage",Premium headphones,gym|running,IMG4493
U4494,37,Female,"New York, US",Mouse,Books|Gadgets,0.59,4.2,Sony WH-1000XM5,Headphones,576,Nike,"Cushioned, breathable",High-performance laptop,bestseller|premium,IMG4494
U4495,23,Female,"Sydney, AU",Socks|Sneakers|Smartphone,Books,0.74,4.0,The Alchemist,Smartphone,909,Dell,"13-inch, i7, 16GB RAM",Comfortable running shoes,lightweight|gym,IMG4495
U4496,56,Male,"London, UK",Book|Laptop,Apparel,0.66,4.0,Nike Air Max 270,Headphones,646,Apple,"OLED display, 128GB storage",High-performance laptop,lightweight|bestseller,IMG4496
U4497,47,Male,"Sydney, AU",Mouse|Sneakers,Footwear|Books,0.87,3.7,Dell XPS 13,Headphones,226,Sony,"Noise-cancelling, wireless",Comfortable running shoes,bestseller,IMG4497
U4498,35,Male,"Sydney, AU",Headphones|Book,Books,0.52,4.8,Dell XPS 13,Smartphone,1217,Sony,"Noise-cancelling, wireless",Premium headphones,gym|bestseller|running,IMG4498
U4499,41,Female,"London, UK",Mouse,Gadgets,0.55,3.9,The Alchemist,Headphones,930,Sony,"OLED display, 128GB storage",Advanced smartphone,premium|running,IMG4499
U4500,42,Male,"New York, US",Headphones,Apparel,0.52,4.7,The Alchemist,Laptop,535,Dell,"OLED display, 128GB storage",Comfortable running shoes,gym|premium|lightweight,IMG4500
U4501,57,Male,"Sydney, AU",Socks,Electronics,0.79,4.1,iPhone 14,Sneakers,495,Dell,"Paperback, 198 pages",High-performance laptop,running|premium|gym,IMG4501
U4502,22,Male,"Tokyo, JP",Book|Socks|Laptop,Books|Electronics,0.77,3.8,The Alchemist,Laptop,958,Sony,"OLED display, 128GB storage",Premium headphones,running|lightweight|bestseller,IMG4502
U4503,45,Male,"New York, US",Headphones,Electronics|Footwear,0.74,4.0,Sony WH-1000XM5,Smartphone,146,Harper,"OLED display, 128GB storage",Premium headphones,lightweight|running,IMG4503
U4504,57,Female,"Mumbai, IN",Sneakers|Headphones|Smartphone,Electronics,0.54,5.0,Sony WH-1000XM5,Book,282,Dell,"OLED display, 128GB storage",Inspirational fiction,running|bestseller|gym,IMG4504
U4505,46,Male,"New York, US",Socks,Gadgets,0.67,4.9,Nike Air Max 270,Headphones,937,Sony,"13-inch, i7, 16GB RAM",Premium headphones,gym|running,IMG4505
U4506,47,Female,"Mumbai, IN",Headphones,Footwear,0.6,3.8,Nike Air Max 270,Laptop,308,Apple,"Cushioned, breathable",Advanced smartphone,gym|premium,IMG4506
U4507,23,Male,"Mumbai, IN",Socks|Laptop,Gadgets,0.64,4.7,Sony WH-1000XM5,Smartphone,1389,Sony,"Noise-cancelling, wireless",Inspirational fiction,gym|running|lightweight,IMG4507
U4508,40,Male,"London, UK",Headphones,Books|Electronics,0.82,4.9,Nike Air Max 270,Sneakers,358,Apple,"Cushioned, breathable",Inspirational fiction,running|bestseller,IMG4508
U4509,58,Male,"Sydney, AU",Sneakers|Laptop,Electronics|Footwear,0.77,4.8,Sony WH-1000XM5,Book,742,Apple,"Noise-cancelling, wireless",High-performance laptop,bestseller,IMG4509
U4510,46,Male,"New York, US",Smartphone,Apparel|Footwear,0.72,3.6,The Alchemist,Laptop,453,Dell,"13-inch, i7, 16GB RAM",High-performance laptop,gym,IMG4510
U4511,54,Female,"Mumbai, IN",Socks,Electronics,0.68,3.9,Sony WH-1000XM5,Sneakers,254,Apple,"Noise-cancelling, wireless",Comfortable running shoes,premium,IMG4511
U4512,43,Female,"Sydney, AU",Book,Apparel|Gadgets,0.63,4.9,Sony WH-1000XM5,Smartphone,164,Sony,"Paperback, 198 pages",Premium headphones,running,IMG4512
U4513,45,Female,"Tokyo, JP",Mouse|Smartphone,Apparel|Footwear,0.82,4.2,Sony WH-1000XM5,Laptop,809,Nike,"Cushioned, breathable",High-performance laptop,lightweight|gym,IMG4513
U4514,38,Male,"New York, US",Headphones|Sneakers|Mouse,Footwear,0.65,3.2,Sony WH-1000XM5,Smartphone,1173,Apple,"Paperback, 198 pages",Inspirational fiction,running|bestseller|gym,IMG4514
U4515,59,Male,"Mumbai, IN",Headphones|Laptop|Book,Footwear|Apparel,0.66,3.3,Sony WH-1000XM5,Headphones,870,Harper,"13-inch, i7, 16GB RAM",High-performance laptop,lightweight|premium|bestseller,IMG4515
U4516,52,Female,"New York, US",Book|Smartphone,Apparel,0.82,3.3,The Alchemist,Headphones,823,Sony,"Cushioned, breathable",Inspirational fiction,lightweight,IMG4516
U4517,59,Male,"Tokyo, JP",Smartphone|Laptop|Mouse,Footwear|Apparel,0.64,4.6,The Alchemist,Laptop,1233,Sony,"13-inch, i7, 16GB RAM",Premium headphones,bestseller|lightweight,IMG4517
U4518,39,Female,"Mumbai, IN",Mouse|Smartphone,Apparel,0.9,3.7,Sony WH-1000XM5,Book,1375,Harper,"13-inch, i7, 16GB RAM",Comfortable running shoes,premium,IMG4518
U4519,50,Male,"Sydney, AU",Headphones|Book,Apparel,0.86,4.9,The Alchemist,Headphones,1219,Dell,"Cushioned, breathable",Premium headphones,bestseller|lightweight|running,IMG4519
U4520,41,Male,"Mumbai, IN",Mouse|Laptop,Apparel,0.69,4.3,Dell XPS 13,Book,824,Apple,"Noise-cancelling, wireless",Advanced smartphone,bestseller,IMG4520
U4521,55,Female,"Mumbai, IN",Book,Electronics,0.83,4.0,The Alchemist,Book,304,Harper,"Paperback, 198 pages",High-performance laptop,premium,IMG4521
U4522,36,Male,"Tokyo, JP",Laptop|Book|Headphones,Gadgets,0.71,4.8,Nike Air Max 270,Book,559,Nike,"Cushioned, breathable",Comfortable running shoes,premium|gym,IMG4522
U4523,44,Male,"London, UK",Headphones,Gadgets|Footwear,0.82,3.6,iPhone 14,Sneakers,792,Apple,"Paperback, 198 pages",Premium headphones,lightweight,IMG4523
U4524,40,Male,"New York, US",Headphones|Laptop|Mouse,Apparel|Books,0.87,3.9,Dell XPS 13,Headphones,405,Sony,"Paperback, 198 pages",Inspirational fiction,running,IMG4524
U4525,47,Male,"Mumbai, IN",Mouse|Book|Laptop,Footwear|Electronics,0.87,4.9,The Alchemist,Headphones,1367,Harper,"Paperback, 198 pages",Premium headphones,premium|bestseller,IMG4525
U4526,54,Male,"London, UK",Book|Headphones|Laptop,Electronics|Books,0.8,5.0,The Alchemist,Book,705,Sony,"Paperback, 198 pages",Premium headphones,gym|running|premium,IMG4526
U4527,45,Male,"Tokyo, JP",Laptop|Headphones,Gadgets,0.87,3.4,iPhone 14,Smartphone,885,Harper,"OLED display, 128GB storage",Premium headphones,lightweight,IMG4527
U4528,23,Male,"Tokyo, JP",Mouse|Smartphone|Headphones,Footwear,0.79,3.1,Dell XPS 13,Smartphone,565,Nike,"Paperback, 198 pages",Comfortable running shoes,bestseller|lightweight|running,IMG4528
U4529,29,Male,"Sydney, AU",Book|Headphones|Laptop,Books|Footwear,0.88,4.0,Nike Air Max 270,Smartphone,1238,Nike,"Noise-cancelling, wireless",Advanced smartphone,lightweight|bestseller|premium,IMG4529
U4530,37,Male,"New York, US",Book|Laptop|Sneakers,Electronics|Gadgets,0.87,3.4,Nike Air Max 270,Headphones,370,Harper,"OLED display, 128GB storage",High-performance laptop,premium|running|lightweight,IMG4530
U4531,37,Female,"London, UK",Smartphone|Mouse,Gadgets,0.76,4.9,Sony WH-1000XM5,Sneakers,743,Harper,"OLED display, 128GB storage",Comfortable running shoes,running,IMG4531
U4532,57,Male,"New York, US",Sneakers|Laptop,Electronics,0.67,4.4,Dell XPS 13,Laptop,545,Dell,"13-inch, i7, 16GB RAM",Comfortable running shoes,gym,IMG4532
U4533,52,Male,"Mumbai, IN",Smartphone,Books|Apparel,0.85,4.7,Nike Air Max 270,Sneakers,920,Harper,"OLED display, 128GB storage",Premium headphones,premium|running,IMG4533
U4534,22,Male,"Tokyo, JP",Headphones|Mouse|Socks,Electronics,0.75,3.6,iPhone 14,Sneakers,515,Apple,"13-inch, i7, 16GB RAM",Inspirational fiction,lightweight,IMG4534
U4535,26,Male,"New York, US",Book,Books|Footwear,0.69,3.5,Sony WH-1000XM5,Laptop,652,Apple,"Noise-cancelling, wireless",Inspirational fiction,lightweight|bestseller|running,IMG4535
U4536,21,Male,"Mumbai, IN",Headphones,Books,0.78,4.2,iPhone 14,Headphones,69,Harper,"13-inch, i7, 16GB RAM",Inspirational fiction,gym|premium|lightweight,IMG4536
U4537,29,Female,"Sydney, AU",Smartphone|Laptop,Footwear,0.66,4.7,Sony WH-1000XM5,Book,1133,Dell,"Noise-cancelling, wireless",Comfortable running shoes,lightweight|gym,IMG4537
U4538,36,Female,"Mumbai, IN",Socks,Books|Electronics,0.74,4.1,iPhone 14,Smartphone,11,Apple,"OLED display, 128GB storage",Comfortable running shoes,premium|lightweight,IMG4538
U4539,33,Female,"Mumbai, IN",Smartphone|Headphones|Book,Footwear|Books,0.68,4.2,Dell XPS 13,Book,425,Dell,"Paperback, 198 pages",Advanced smartphone,gym,IMG4539
U4540,39,Male,"Tokyo, JP",Book|Smartphone,Apparel,0.63,3.8,Nike Air Max 270,Sneakers,1020,Dell,"Paperback, 198 pages",Comfortable running shoes,premium,IMG4540
U4541,49,Male,"Tokyo, JP",Smartphone,Gadgets|Footwear,0.69,3.5,iPhone 14,Book,765,Nike,"Paperback, 198 pages",Inspirational fiction,premium|lightweight,IMG4541
U4542,37,Male,"Sydney, AU",Sneakers,Books|Footwear,0.74,3.2,Nike Air Max 270,Smartphone,509,Harper,"13-inch, i7, 16GB RAM",Comfortable running shoes,lightweight|bestseller|running,IMG4542
U4543,47,Female,"New York, US",Smartphone|Book|Headphones,Books|Electronics,0.81,4.7,Sony WH-1000XM5,Book,223,Sony,"Cushioned, breathable",Comfortable running shoes,premium|gym,IMG4543
U4544,56,Female,"Tokyo, JP",Headphones|Sneakers,Electronics,0.83,4.7,The Alchemist,Sneakers,1467,Sony,"Noise-cancelling, wireless",Advanced smartphone,bestseller|lightweight,IMG4544
U4545,18,Female,"Mumbai, IN",Book|Sneakers,Footwear|Apparel,0.79,4.8,Dell XPS 13,Smartphone,781,Dell,"Cushioned, breathable",Comfortable running shoes,gym|running|lightweight,IMG4545
